,drug_name,section_name,gpt_output
45,XEOMIN,adverse reactions,"hypersensitivity, dysphagia, breathing difficulties, spread of effects, neck pain, muscle weakness, injection site pain, musculoskeletal pain, eyelid ptosis, dry eye, dry mouth, diarrhea, headache, visual impairment, dyspnea, nasopharyngitis, respiratory tract infection, facial paresis, injection site hematoma, eyelid edema, facial pain, injection site swelling, sensation of pressure, blepharospasm, eye disorder, facial paresis (brow ptosis), muscle disorder (elevation of eyebrow), eye swelling, nausea, flu-like symptoms, injection site reaction, allergic dermatitis, localized allergic reactions, swelling, edema, erythema, pruritus, rash, herpes zoster, muscle spasm, dysarthria, myalgia"
46,XEOMIN,boxed warnings,"asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, breathing difficulties, death"
47,XEOMIN,warnings and precautions,"respiratory difficulties, speech difficulties, swallowing difficulties, compromised respiratory function, dysphagia, neuromuscular disorders, corneal exposure, corneal ulceration, reduced blinking, ectropion, ptosis, asthenia, generalized muscle weakness, diplopia, blurred vision, dysphonia, dysarthria, urinary incontinence, breathing difficulties, anaphylaxis, serum sickness, urticaria, soft tissue edema, dyspnea, respiratory failure, death"
48,GILOTRIF,adverse reactions,"Diarrhea, Bullous Skin Disorders, Exfoliative Skin Disorders, Interstitial Lung Disease, Hepatic Toxicity, Keratitis, rash/dermatitis acneiform, stomatitis, paronychia, dry skin, decreased appetite, nausea, vomiting, pruritus, Serious adverse reactions, dyspnea, fatigue, hypokalemia, pulmonary toxicity/ILD-like adverse reactions, sepsis, pneumonia, ventricular dysfunction, diastolic dysfunction, left ventricular dysfunction, ventricular dilation, Gastrointestinal disorders, Cheilitis, Skin and subcutaneous tissue disorders, Infections and infestations, Cystitis, Metabolism and nutrition disorders, Respiratory, thoracic and mediastinal disorders, Epistaxis, Rhinorrhea, Investigations, Weight Decreased, General disorders and administration site conditions, Pyrexia, Eye disorders, Conjunctivitis, Alanine aminotransferase increased, Aspartate aminotransferase increased, Postmarketing Experience, Pancreatitis, death"
49,GILOTRIF,warnings and precautions,"Diarrhea, dehydration, renal failure, severe diarrhea, prolonged diarrhea, anti-diarrheal agents, Bullous Skin Disorders, Exfoliative Skin Disorders, severe bullous lesions, blistering, exfoliating lesions, life-threatening cutaneous reactions, Interstitial lung disease (ILD), lung infiltration, pneumonitis, acute respiratory distress syndrome, alveolitis allergic, Hepatic toxicity, fatal hepatic impairment, liver test abnormalities, liver function worsening, severe hepatic impairment, Keratitis, acute eye inflammation, lacrimation, light sensitivity, blurred vision, eye pain, red eye, suspected keratitis, ulcerative keratitis, severe dry eye, Embryofetal toxicity, fetal harm, embryotoxic, abortions, contraception, reproductive potential, death"
50,TREANDA,adverse reactions,"myelosuppression, infections, anaphylaxis, infusion reactions, tumor lysis syndrome, skin reactions, other malignancies, extravasation injury, pyrexia, nausea, vomiting, fatigue, diarrhea, constipation, anorexia, cough, headache, weight decreased, dyspnea, rash, stomatitis, lymphopenia, anemia, leukopenia, thrombocytopenia, neutropenia, asthenia, malaise, weakness, dry mouth, somnolence, mucosal inflammation, worsening hypertension, hypertensive crisis, hypersensitivity, nasopharyngitis, infection, herpes simplex, hyperuricemia, pruritus, bilirubin elevations, increased AST, increased ALT, creatinine level changes, tachycardia, abdominal pain, dyspepsia, gastroesophageal reflux disease, abdominal pain upper, abdominal distension, edema peripheral, chest pain, infusion site pain, pain, catheter site pain, herpes zoster, upper respiratory tract infection, urinary tract infection, sinusitis, pneumonia, febrile neutropenia, oral candidiasis, weight decreased, dehydration, decreased appetite, hypokalemia, back pain, arthralgia, pain in extremity, bone pain, headache, dizziness, dysgeusia, insomnia, anxiety, depression, pharyngolaryngeal pain, wheezing, nasal congestion, dry skin, night sweats, hyperhidrosis, hypotension, acute renal failure, cardiac failure, pulmonary fibrosis, myelodysplastic syndrome, hemolysis, taste disorder, atypical pneumonia, sepsis, erythema, dermatitis, skin necrosis, anaphylaxis, phlebitis, pruritus, irritation, pain, swelling, pneumocystis jiroveci pneumonia, pneumonitis, Stevens-Johnson syndrome (SJS), toxic epidermal necrolysis (TEN)"
51,TREANDA,warnings and precautions,"myelosuppression, death, infections, fever, anaphylaxis, infusion reactions, severe anaphylactic reactions, tumor lysis syndrome, acute renal failure, skin reactions, severe skin reactions, Stevens-Johnson syndrome (SJS), toxic epidermal necrolysis (TEN), embryo-fetal toxicity, other malignancies, pre-malignant diseases, malignant diseases, myelodysplastic syndrome, myeloproliferative disorders, acute myeloid leukemia, bronchial carcinoma, extravasation injury, erythema, swelling, pain, infection, necrosis, neutropenic sepsis, diffuse alveolar hemorrhage, thrombocytopenia, pneumonia from opportunistic infection (CMV), sepsis, septic shock, chills, pruritus, rash, bullous exanthema, allergic-type reactions, toxic skin reactions."
52,CHOLINE,adverse reactions,mild injection site reaction
53,CHOLINE,warnings and precautions,"imaging errors, allergic reactions, anaphylaxis, radiation risk, poor imaging performance, false positive results, false negative results, tissue inflammation, prostatic hyperplasia, increased risk for cancer."
54,ERWINAZE,adverse reactions,"hypersensitivity reactions, pancreatitis, glucose intolerance, thrombosis, hemorrhage, systemic hypersensitivity, hyperglycemia, transaminases abnormal, fever, local reactions, vomiting, nausea, hyperbilirubinemia, abdominal pain/discomfort, diarrhea, allergy, coagulopathy, hyperlipidemia, ketoacidosis, CNS events, allergic reactions, thrombotic events, hepatobiliary disorders, pancreatic disorders, hyperglycemia, hemorrhagic events, anti-drug antibodies (ADA)"
55,ERWINAZE,warnings and precautions,"serious hypersensitivity reactions, anaphylaxis, severe pancreatitis, hemorrhagic pancreatitis, glucose intolerance, hyperglycemia, thrombosis, hemorrhage, sagittal sinus thrombosis, pulmonary embolism, decreased fibrinogen, decreased protein C activity, decreased protein S activity, decreased anti-thrombin III"
56,TRULICITY,adverse reactions,"Thyroid C-cell Tumors, Pancreatitis, Hypoglycemia, Hypersensitivity reactions, Renal impairment, Severe Gastrointestinal Disease, Nausea, Diarrhea, Vomiting, Abdominal Pain, Decreased Appetite, Dyspepsia, Fatigue, Constipation, Flatulence, Abdominal distension, Gastroesophageal reflux disease, Eructation, Symptomatic hypoglycemia, Severe hypoglycemia, Heart Rate Increase, Tachycardia, Immunogenicity, Injection-site reactions, PR Interval Prolongation, First Degree Atrioventricular (AV) Block, Amylase and Lipase Increase"
57,TRULICITY,boxed warnings,"thyroid C-cell tumors, adenomas, carcinomas, medullary thyroid carcinoma (MTC), mass in the neck, dysphagia, dyspnea, persistent hoarseness"
58,TRULICITY,warnings and precautions,"Thyroid C-cell tumors, Pancreatitis, Hypoglycemia, Hypersensitivity reactions, Renal impairment, Acute renal failure, Worsening of chronic renal failure, Severe gastrointestinal reactions, Death"
59,ADREVIEW,adverse reactions,"serious hypersensitivity reactions, dizziness, rash, pruritis, flushing, headache, injection site hemorrhage, hematoma, bruising"
60,ADREVIEW,warnings and precautions,"hypersensitivity reactions, anaphylactic reactions, norepinephrine uptake blockade, norepinephrine store depletion, withdrawal signs, withdrawal symptoms, serious reactions, benzyl alcohol toxicity, Gasping Syndrome, hypotension, metabolic acidosis, kernicterus, death, increased radiation exposure, decreased image quality, scintigraphic imaging errors, hypertension"
61,DOTAREM,adverse reactions,"Nephrogenic Systemic Fibrosis (NSF), Hypersensitivity reactions, Acute kidney injury, Nausea, Headache, Injection site pain, Injection site coldness, Burning sensation, Feeling cold, Rash, Somnolence, Fatigue, Dizziness, Vomiting, Pruritus, Paresthesia, Dysgeusia, Pain in extremity, Anxiety, Hypertension, Palpitations, Oropharyngeal discomfort, Serum creatinine increased, Injection site inflammation, Injection site extravasation, Injection site pruritus, Injection site warmth, Bradycardia, Tachycardia, Arrhythmia, Cardiac arrest, Respiratory arrest, Cyanosis, Pharyngeal edema, Laryngospasm, Bronchospasm, Angioedema, Conjunctivitis, Ocular hyperemia, Eyelid edema, Lacrimation increased, Hyperhidrosis, Urticaria, Coma, Convulsion, Syncope, Presyncope, Parosmia, Tremor, Muscle contracture, Muscle weakness, Diarrhea, Salivary hypersecretion, Malaise, Fever, Superficial phlebitis"
62,DOTAREM,boxed warnings,"Nephrogenic Systemic Fibrosis (NSF), fatal, debilitating fibrosis affecting the skin, muscle and internal organs, chronic, severe kidney disease, acute kidney injury, death"
63,DOTAREM,warnings and precautions,"Nephrogenic Systemic Fibrosis, impaired elimination of GBCAs, Hypersensitivity, Anaphylactoid reactions, Anaphylactic reactions, cardiovascular manifestations, respiratory manifestations, cutaneous manifestations, death, cardiorespiratory support, chronic severe kidney disease, acute kidney injury, debilitating fibrosis, renal function reduction, drug-induced kidney toxicity, NSF, circulatory collapse, bronchial asthma, allergic disorders, Acute Kidney Injury, tissue irritation, Extravasation, Injection Site Reactions"
64,PRADAXA,adverse reactions,"bleeding, gastritis-like symptoms, dyspepsia, nausea, upper abdominal pain, gastrointestinal hemorrhage, diarrhea, hemorrhagic stroke, intracranial hemorrhage, subarachnoid hemorrhage, subdural hemorrhage, gastrointestinal bleeds, major bleeding, intracerebral hemorrhage, fatal bleeding, ICH, non-intracranial fatal bleed, abdominal pain upper, abdominal discomfort, epigastric discomfort, GERD, esophagitis, erosive gastritis, gastric hemorrhage, hemorrhagic gastritis, hemorrhagic erosive gastritis, gastrointestinal ulcer, hypersensitivity reactions, urticaria, rash, pruritus, allergic edema, anaphylactic reaction, anaphylactic shock, myocardial infarction, angioedema, thrombocytopenia, esophageal ulcer, death."
65,PRADAXA,boxed warnings,"thrombotic events, spinal/epidural hematoma, paralysis, neurological impairment, death"
66,PRADAXA,warnings and precautions,"Bleeding, fatal bleeding, thrombotic events, pathological bleeding, increased risk of bleeding, blood loss, active pathological bleeding, renal impairment, epidural or spinal hematoma, long-term or permanent paralysis, neurological impairment, midline back pain, sensory and motor deficits, numbness, tingling, weakness in lower limbs, bowel and/or bladder dysfunction, valve thrombosis, stroke, transient ischemic attack, myocardial infarction, major bleeding, post-operative pericardial effusions, hemodynamic compromise, death."
67,ELIQUIS,adverse reactions,"Increased risk of thrombotic events, bleeding, spinal/epidural anesthesia or puncture, hemorrhagic stroke, intracranial hemorrhage, gastrointestinal bleed, fatal bleeding, hypersensitivity reactions, skin rash, anaphylactic reactions, allergic edema, syncope, prophylaxis of deep vein thrombosis, prophylaxis of pulmonary embolism, reduction of risk of stroke, systemic embolism, nonvalvular atrial fibrillation, hip replacement surgery, knee replacement surgery, nausea, anemia, contusion, hemorrhage, postprocedural hemorrhage, increased transaminases, aspartate aminotransferase increased, gamma-glutamyltransferase increased, thrombocytopenia, hypotension, epistaxis, gastrointestinal hemorrhage, hematemesis, melena, hematochezia, liver function test abnormal, blood alkaline phosphatase increased, blood bilirubin increased, hematuria, wound secretion, incision-site hemorrhage, operative hemorrhage, gingival bleeding, hemoptysis, hypersensitivity, muscle hemorrhage, ocular hemorrhage, conjunctival hemorrhage, rectal hemorrhage, hemorrhagic anemia, hemorrhoidal hemorrhage, postprocedural bleeding, traumatic hematoma, periorbital hematoma, muscle hemorrhage, vaginal hemorrhage, metrorrhagia, menometrorrhagia, genital hemorrhage, ecchymosis, skin hemorrhage, petechiae, conjunctival hemorrhage, retinal hemorrhage, eye hemorrhage, blood urine present, occult blood positive, red blood cells urine positive, injection-site hematoma, vessel puncture-site hematoma, death"
68,ELIQUIS,boxed warnings,"thrombotic events, spinal/epidural hematoma, long-term or permanent paralysis, neurological impairment, death"
